Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,highalpha
52.09230423,501,320.7006724,0.125276183,342.0775372,-0.719361172,199.8425177,-0.500646438,397.4727376,-0.919530045,956.6723759,-1.08853495,3183.345406,-0.476395363,OOOOOO,,489.8714683,466.8016748
52.19128609,502,195.3119892,-2.690874022,251.166505,-0.330707559,319.4977789,2.755592285,288.0237429,0.097891746,1104.026596,-2.060334099,2678.614806,-0.438500785,OOOOOO,,,
52.29326868,503,284.9949219,-1.736735587,367.3905088,0.127790667,101.1457023,0.345720006,269.8613785,-0.543567552,653.8905926,0.586810079,2159.027734,0.160176134,OOOOOO,,lowbeta,highbeta
52.39594936,504,285.3696635,-2.676152565,367.5326738,0.756013485,101.2763196,-0.284472313,269.9929074,0.034653354,654.0021958,0.299995416,2159.119049,0.159609528,OOOOOO,,413.1531023,471.7577857
52.49358773,505,246.7767677,2.274580737,353.7643317,-0.519915822,173.4579393,1.182383761,290.4924858,0.248349532,690.4069559,0.070918931,2174.20652,0.172321766,OOOOOO,,,
52.59634113,506,601.4831921,0.342621036,762.4500424,0.378623208,496.2344274,0.546309341,702.9122669,0.770790055,1306.304448,0.999320012,3553.36341,1.140960031,OOOOOO,,lowgamma,highgamma
52.6958847,507,550.0112514,0.093728797,673.0746663,0.567944722,559.4553368,0.429293241,621.6020255,0.791744438,1154.616247,0.943185255,3592.81637,0.910172719,OOOOOO,,945.031379,3094.041632
52.7971735,508,260.310044,0.555945706,492.6412614,0.925603185,458.8519531,0.618909211,566.1289887,0.868610835,980.6554538,0.811614185,3409.494823,1.047319908,OOOOOO,,,
52.89918113,509,449.6625748,1.016397896,363.6685113,1.378943168,320.7542758,0.906874096,429.9074789,0.721218001,913.0836458,0.1422419,3638.732078,0.507950385,OOOOOO,,,
52.99819183,510,248.2636859,0.630548018,310.7772467,-1.684178825,174.8323121,-1.15946283,395.5919812,-0.007461063,854.9563452,0.8254151,3550.097355,0.750003869,OOOOOO,,,
