LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha,AvgBeta,AvgGamma,PrevAlpha1,PrevBeta1,PrevGamma1,PrevAlpha2,PrevBeta2,PrevGamma2,PrevAlpha3,PrevBeta3,PrevGamma3,PrevAlpha4,PrevBeta4,PrevGamma4,PrevAlpha5,PrevBeta5,PrevGamma5,eyesC
697.9067369,0.718508095,633.5836661,-0.981007401,588.1855642,-0.758689528,453.1351035,-0.183629433,523.0185464,-0.103830855,476.7683356,0.403248141,665.7452015,520.6603339,499.893441,649.9863591,528.1893608,519.0480969,770.3645719,546.2396074,521.3475235,712.5213281,592.8088394,515.871823,800.8924682,526.5742617,519.3467318,813.520713,505.2011391,531.9398356,0
600.4822119,-0.765029877,623.7329116,-0.526633607,635.456045,-0.087840514,438.5273459,-0.10473197,557.295622,-0.511388209,536.6566034,-0.522166624,612.1075617,536.9916954,546.9761127,665.7452015,520.6603339,499.893441,649.9863591,528.1893608,519.0480969,770.3645719,546.2396074,521.3475235,712.5213281,592.8088394,515.871823,800.8924682,526.5742617,519.3467318,0
552.6833343,-1.467599272,618.1645026,0.092780069,673.741098,-0.569140833,392.8082242,-0.75205641,537.3671357,0.025441621,522.5748285,0.308755457,585.4239185,533.2746611,529.9709821,612.1075617,536.9916954,546.9761127,665.7452015,520.6603339,499.893441,649.9863591,528.1893608,519.0480969,770.3645719,546.2396074,521.3475235,712.5213281,592.8088394,515.871823,0
597.8932962,-2.217261096,464.8026204,-1.137885697,893.6311756,1.026755878,498.7758172,0.320389295,556.0581208,0.501525727,534.1500828,0.376119162,531.3479583,696.2034964,545.1041018,585.4239185,533.2746611,529.9709821,612.1075617,536.9916954,546.9761127,665.7452015,520.6603339,499.893441,649.9863591,528.1893608,519.0480969,770.3645719,546.2396074,521.3475235,0
401.1819353,-2.616678543,508.7210201,-0.448536835,789.4910647,0.335334587,524.5435697,0.548259413,470.0450403,0.121463565,485.2935652,0.306241765,454.9514777,657.0173172,477.6693028,531.3479583,696.2034964,545.1041018,585.4239185,533.2746611,529.9709821,612.1075617,536.9916954,546.9761127,665.7452015,520.6603339,499.893441,649.9863591,528.1893608,519.0480969,0
133.3774046,2.024872029,573.9099219,0.135026937,748.5407843,-0.224216734,516.8352645,-0.032462902,451.0403031,0.529074109,457.8078737,0.067267564,353.6436633,632.6880244,454.4240884,454.9514777,657.0173172,477.6693028,531.3479583,696.2034964,545.1041018,585.4239185,533.2746611,529.9709821,612.1075617,536.9916954,546.9761127,665.7452015,520.6603339,499.893441,0
220.677887,0.296783413,551.9624568,-1.305288907,749.2272201,0.407750139,562.4146628,-1.37429473,480.3516622,-0.457196658,469.0171168,-0.750019298,386.3201719,655.8209414,474.6843895,353.6436633,632.6880244,454.4240884,454.9514777,657.0173172,477.6693028,531.3479583,696.2034964,545.1041018,585.4239185,533.2746611,529.9709821,612.1075617,536.9916954,546.9761127,0
697.5731174,-0.816383183,598.9141885,-0.424356322,799.1585022,-0.033757119,492.9840515,0.07834433,503.2381091,0.310917434,469.2553924,0.187444962,648.2436529,646.0712768,486.2467508,386.3201719,655.8209414,474.6843895,353.6436633,632.6880244,454.4240884,454.9514777,657.0173172,477.6693028,531.3479583,696.2034964,545.1041018,585.4239185,533.2746611,529.9709821,0
758.9179284,-2.215478051,593.0897083,0.073873765,663.4242345,-2.004363875,551.4208091,-0.394447108,446.4228228,0.413262895,456.5858279,0.058033823,676.0038183,607.4225218,451.5043254,648.2436529,646.0712768,486.2467508,386.3201719,655.8209414,474.6843895,353.6436633,632.6880244,454.4240884,454.9514777,657.0173172,477.6693028,531.3479583,696.2034964,545.1041018,0
535.0360982,0.103543654,665.1319152,0.631758999,680.6711415,1.473106497,527.2469576,0.23206379,544.9976436,0.773475357,560.8299707,0.341948971,600.0840067,603.9590496,552.9138072,676.0038183,607.4225218,451.5043254,648.2436529,646.0712768,486.2467508,386.3201719,655.8209414,474.6843895,353.6436633,632.6880244,454.4240884,454.9514777,657.0173172,477.6693028,0
536.3614796,-0.779092352,698.6393832,1.318698655,660.8373605,-0.555067964,502.7146161,-0.699378643,462.2137535,0.445916992,531.9060869,0.380347196,617.5004314,581.7759883,497.0599202,600.0840067,603.9590496,552.9138072,676.0038183,607.4225218,451.5043254,648.2436529,646.0712768,486.2467508,386.3201719,655.8209414,474.6843895,353.6436633,632.6880244,454.4240884,0
645.0586566,1.402131634,783.0905243,-2.531479682,567.5679446,1.429228772,469.8332908,0.655617617,534.4067763,0.208454447,532.114898,0.381469632,714.0745905,518.7006177,533.2608372,617.5004314,581.7759883,497.0599202,600.0840067,603.9590496,552.9138072,676.0038183,607.4225218,451.5043254,648.2436529,646.0712768,486.2467508,386.3201719,655.8209414,474.6843895,0
592.8469794,0.377056278,701.5743835,-1.392923219,607.6249577,-0.131565729,480.0232994,-0.100331338,497.6958381,0.402971318,529.2118702,-0.021482286,647.2106814,543.8241286,513.4538541,714.0745905,518.7006177,533.2608372,617.5004314,581.7759883,497.0599202,600.0840067,603.9590496,552.9138072,676.0038183,607.4225218,451.5043254,648.2436529,646.0712768,486.2467508,0
586.10065,-0.660305612,471.3233633,-0.838135026,523.4244877,-0.237410657,411.5236155,-0.3945258,480.4853734,0.700586727,530.2653041,0.327432378,528.7120066,467.4740516,505.3753388,647.2106814,543.8241286,513.4538541,714.0745905,518.7006177,533.2608372,617.5004314,581.7759883,497.0599202,600.0840067,603.9590496,552.9138072,676.0038183,607.4225218,451.5043254,0
467.6175578,1.272858001,617.7436595,0.004935236,551.0036848,0.554747382,466.1652841,-0.024405377,499.1019043,0.161498613,535.846763,0.163632421,542.6806086,508.5844845,517.4743337,528.7120066,467.4740516,505.3753388,647.2106814,543.8241286,513.4538541,714.0745905,518.7006177,533.2608372,617.5004314,581.7759883,497.0599202,600.0840067,603.9590496,552.9138072,0
563.3498362,0.824220906,475.2876015,0.557736336,595.8516132,-1.537789502,414.4467827,0.242472004,515.8902444,0.40780018,568.2609959,0.26778398,519.3187188,505.1491979,542.0756202,542.6806086,508.5844845,517.4743337,528.7120066,467.4740516,505.3753388,647.2106814,543.8241286,513.4538541,714.0745905,518.7006177,533.2608372,617.5004314,581.7759883,497.0599202,0
492.3040183,-0.323446809,512.7967802,-0.791792232,492.6176181,0.390988113,440.7645561,0.02944624,523.3993019,-0.555449437,570.78759,-0.427867738,502.5503993,466.6910871,547.093446,519.3187188,505.1491979,542.0756202,542.6806086,508.5844845,517.4743337,528.7120066,467.4740516,505.3753388,647.2106814,543.8241286,513.4538541,714.0745905,518.7006177,533.2608372,0
159.8100815,-1.874344583,608.6569364,-0.328642441,542.7835939,0.037842291,488.7733015,0.18387396,519.5113734,-0.204053213,562.4290643,-0.346363397,384.233509,515.7784477,540.9702188,502.5503993,466.6910871,547.093446,519.3187188,505.1491979,542.0756202,542.6806086,508.5844845,517.4743337,528.7120066,467.4740516,505.3753388,647.2106814,543.8241286,513.4538541,0
298.3220419,-0.028924409,501.46648,1.749477484,534.693445,-0.376449942,421.3248101,0.712929767,437.7345903,0.402712034,484.0584577,-0.30007887,399.8942609,478.0091275,460.896524,384.233509,515.7784477,540.9702188,502.5503993,466.6910871,547.093446,519.3187188,505.1491979,542.0756202,542.6806086,508.5844845,517.4743337,528.7120066,467.4740516,505.3753388,0
448.1087897,-1.849533676,545.2872742,-0.921789568,620.583249,0.460600888,435.3874292,0.792333549,467.158955,-0.587919745,468.0512232,-0.111765043,496.698032,527.9853391,467.6050891,399.8942609,478.0091275,460.896524,384.233509,515.7784477,540.9702188,502.5503993,466.6910871,547.093446,519.3187188,505.1491979,542.0756202,542.6806086,508.5844845,517.4743337,0
411.4541007,-2.188996967,512.9320676,-0.000415326,653.9041979,1.112534823,440.9606338,0.34910169,550.0750623,0.785639251,533.3616774,0.770163483,462.1930841,547.4324158,541.7183699,496.698032,527.9853391,467.6050891,399.8942609,478.0091275,460.896524,384.233509,515.7784477,540.9702188,502.5503993,466.6910871,547.093446,519.3187188,505.1491979,542.0756202,0
321.8029237,-0.160153908,434.1908095,-1.266891195,615.7635546,-0.832182381,447.9223555,-0.031669406,548.0378802,0.445799696,527.2718268,0.127784663,377.9968666,531.8429551,537.6548535,462.1930841,547.4324158,541.7183699,496.698032,527.9853391,467.6050891,399.8942609,478.0091275,460.896524,384.233509,515.7784477,540.9702188,502.5503993,466.6910871,547.093446,0
579.9563469,1.489531415,486.8824623,0.407148231,499.6710424,0.467572484,419.7277309,-0.202785895,514.2064994,0.671665846,536.7726968,0.407431224,533.4194046,459.6993867,525.4895981,377.9968666,531.8429551,537.6548535,462.1930841,547.4324158,541.7183699,496.698032,527.9853391,467.6050891,399.8942609,478.0091275,460.896524,384.233509,515.7784477,540.9702188,0
840.6253117,0.791441776,672.3961658,0.620004552,630.6863262,-1.888523968,478.0796769,-1.075825946,504.9437634,0.387730404,527.6574786,0.146318483,756.5107387,554.3830016,516.300621,533.4194046,459.6993867,525.4895981,377.9968666,531.8429551,537.6548535,462.1930841,547.4324158,541.7183699,496.698032,527.9853391,467.6050891,399.8942609,478.0091275,460.896524,0
741.5114161,-0.131333205,704.8558454,1.340421958,658.6176654,1.288966244,451.0769569,0.683371432,516.0140719,0.752797624,535.1280849,0.501244283,723.1836307,554.8473111,525.5710784,756.5107387,554.3830016,516.300621,533.4194046,459.6993867,525.4895981,377.9968666,531.8429551,537.6548535,462.1930841,547.4324158,541.7183699,496.698032,527.9853391,467.6050891,0
988.1528776,-1.072160573,637.0279955,-0.420886299,466.2331534,0.254313433,514.7121957,0.320835917,385.6926683,0.388632623,441.20308,0.203339624,812.5904366,490.4726746,413.4478742,723.1836307,554.8473111,525.5710784,756.5107387,554.3830016,516.300621,533.4194046,459.6993867,525.4895981,377.9968666,531.8429551,537.6548535,462.1930841,547.4324158,541.7183699,0
980.0545525,1.107270239,692.5845838,0.193729257,458.2193645,-0.398302665,505.6054729,-0.170936531,378.485028,0.84752325,451.0507016,0.68223364,836.3195682,481.9124187,414.7678648,812.5904366,490.4726746,413.4478742,723.1836307,554.8473111,525.5710784,756.5107387,554.3830016,516.300621,533.4194046,459.6993867,525.4895981,377.9968666,531.8429551,537.6548535,0
983.5460979,0.17952835,665.9742559,0.761911948,524.4471132,0.162286144,478.0106816,0.03616648,364.6700022,0.251294071,436.4556589,0.23024323,824.7601769,501.2288974,400.5628306,836.3195682,481.9124187,414.7678648,812.5904366,490.4726746,413.4478742,723.1836307,554.8473111,525.5710784,756.5107387,554.3830016,516.300621,533.4194046,459.6993867,525.4895981,0
922.6505932,-0.756032124,677.8420343,-0.681119176,511.239978,0.825638786,474.2312955,-0.600687356,433.0077743,0.339687877,480.9516173,0.13399729,800.2463137,492.7356367,456.9796958,824.7601769,501.2288974,400.5628306,836.3195682,481.9124187,414.7678648,812.5904366,490.4726746,413.4478742,723.1836307,554.8473111,525.5710784,756.5107387,554.3830016,516.300621,0
1005.890369,-1.492862288,643.0468574,0.109346395,623.7091841,-2.194686569,431.1925275,-0.756337719,388.8175146,-0.758215741,452.8864425,0.236621819,824.4686129,527.4508558,420.8519785,800.2463137,492.7356367,456.9796958,824.7601769,501.2288974,400.5628306,836.3195682,481.9124187,414.7678648,812.5904366,490.4726746,413.4478742,723.1836307,554.8473111,525.5710784,0
1003.71461,0.518760886,444.2859614,1.165584574,592.8717428,-0.617129795,412.7208017,-0.250338627,367.8862652,0.680459664,410.1762861,0.350731739,724.0002857,502.7962723,389.0312757,824.4686129,527.4508558,420.8519785,800.2463137,492.7356367,456.9796958,824.7601769,501.2288974,400.5628306,836.3195682,481.9124187,414.7678648,812.5904366,490.4726746,413.4478742,0
1081.847025,2.856594073,332.304335,0.531250384,590.2875625,0.087325802,429.0589935,-0.161620895,379.6465735,-1.056737502,408.0164973,-0.507612757,707.0756799,509.673278,393.8315354,724.0002857,502.7962723,389.0312757,824.4686129,527.4508558,420.8519785,800.2463137,492.7356367,456.9796958,824.7601769,501.2288974,400.5628306,836.3195682,481.9124187,414.7678648,0
855.7939072,2.093317736,357.6445532,-0.276759067,643.7042267,0.662757196,435.3248765,-0.618995053,433.6926069,-0.467465158,387.6362152,-0.014740124,606.7192302,539.5145516,410.664411,707.0756799,509.673278,393.8315354,724.0002857,502.7962723,389.0312757,824.4686129,527.4508558,420.8519785,800.2463137,492.7356367,456.9796958,824.7601769,501.2288974,400.5628306,0
538.4252263,1.052774,491.6087301,-0.091988149,412.8016484,0.21368845,397.7324239,-1.161641319,405.090731,0.591422788,381.4675618,0.604848071,515.0169782,405.2670362,393.2791464,606.7192302,539.5145516,410.664411,707.0756799,509.673278,393.8315354,724.0002857,502.7962723,389.0312757,824.4686129,527.4508558,420.8519785,800.2463137,492.7356367,456.9796958,0
488.207421,0.382770553,369.2140915,0.782848593,477.0417824,-0.546703857,397.6372453,0.75795907,435.4215727,0.252577779,418.3435822,-0.300658258,428.7107563,437.3395139,426.8825775,515.0169782,405.2670362,393.2791464,606.7192302,539.5145516,410.664411,707.0756799,509.673278,393.8315354,724.0002857,502.7962723,389.0312757,824.4686129,527.4508558,420.8519785,0
460.6601532,-0.358773973,363.6876435,1.781832536,329.9511535,1.063115884,378.8920716,-0.074282063,469.7831136,-0.487038803,456.3035022,-0.331894857,412.1738983,354.4216126,463.0433079,428.7107563,437.3395139,426.8825775,515.0169782,405.2670362,393.2791464,606.7192302,539.5145516,410.664411,707.0756799,509.673278,393.8315354,724.0002857,502.7962723,389.0312757,0
667.8082561,1.999031734,468.7942559,-0.082884747,276.8208112,-0.640640006,362.0232107,-0.153165367,459.7778811,-0.440560615,387.7803012,-0.106176693,568.301256,319.422011,423.7790911,412.1738983,354.4216126,463.0433079,428.7107563,437.3395139,426.8825775,515.0169782,405.2670362,393.2791464,606.7192302,539.5145516,410.664411,707.0756799,509.673278,393.8315354,0
528.9702091,1.028386691,562.0812654,-1.785157331,296.4352055,-1.193739709,382.8010437,0.577944187,443.210118,-0.837675076,383.2731731,-1.102065321,545.5257373,339.6181246,413.2416456,568.301256,319.422011,423.7790911,412.1738983,354.4216126,463.0433079,428.7107563,437.3395139,426.8825775,515.0169782,405.2670362,393.2791464,606.7192302,539.5145516,410.664411,0
549.1162467,-0.071562164,565.3203981,-1.339260881,329.6145802,-0.068226006,490.2797302,0.029258139,432.7444475,0.386199005,376.2989967,0.284825907,557.2183224,409.9471552,404.5217221,545.5257373,339.6181246,413.2416456,568.301256,319.422011,423.7790911,412.1738983,354.4216126,463.0433079,428.7107563,437.3395139,426.8825775,515.0169782,405.2670362,393.2791464,0
440.8137087,-1.746977625,608.2272836,-0.874856236,346.7874264,-0.99832763,517.0422084,0.192574911,390.7239952,0.913568878,349.6532413,0.048250057,524.5204961,431.9148174,370.1886182,557.2183224,409.9471552,404.5217221,545.5257373,339.6181246,413.2416456,568.301256,319.422011,423.7790911,412.1738983,354.4216126,463.0433079,428.7107563,437.3395139,426.8825775,0
467.6632301,-1.719678669,566.6717665,-0.241622715,371.3528176,0.663834352,504.263685,-0.181854864,411.5511786,0.053572154,334.205273,-0.211584139,517.1674983,437.8082513,372.8782258,524.5204961,431.9148174,370.1886182,557.2183224,409.9471552,404.5217221,545.5257373,339.6181246,413.2416456,568.301256,319.422011,423.7790911,412.1738983,354.4216126,463.0433079,0
364.5963323,0.543675874,515.4693453,0.361666225,337.4297831,-1.237798205,481.7948809,0.204077915,410.6812096,-0.24269919,347.7653786,-0.452927137,440.0328388,409.612332,379.2232941,517.1674983,437.8082513,372.8782258,524.5204961,431.9148174,370.1886182,557.2183224,409.9471552,404.5217221,545.5257373,339.6181246,413.2416456,568.301256,319.422011,423.7790911,0
458.3568597,-0.37172675,450.1750082,-1.089201027,323.8209453,-0.472539067,500.3802641,-0.141298696,406.4585593,0.402438977,343.0142741,-0.24628855,454.265934,412.1006047,374.7364167,440.0328388,409.612332,379.2232941,517.1674983,437.8082513,372.8782258,524.5204961,431.9148174,370.1886182,557.2183224,409.9471552,404.5217221,545.5257373,339.6181246,413.2416456,0
526.5061009,-1.4019469,477.4328833,-0.392032019,325.8790617,0.048464953,515.6411423,0.465412393,448.6982526,-0.112511985,433.0900321,0.225625142,501.9694921,420.760102,440.8941424,454.265934,412.1006047,374.7364167,440.0328388,409.612332,379.2232941,517.1674983,437.8082513,372.8782258,524.5204961,431.9148174,370.1886182,557.2183224,409.9471552,404.5217221,0
218.3136,0.322054915,732.0728142,2.187762844,349.4341489,0.35157595,543.0526401,0.068132341,318.2882356,0.086918976,367.9184004,0.162562912,475.1932071,446.2433945,343.103318,501.9694921,420.760102,440.8941424,454.265934,412.1006047,374.7364167,440.0328388,409.612332,379.2232941,517.1674983,437.8082513,372.8782258,524.5204961,431.9148174,370.1886182,0
196.531992,2.120003728,714.8020295,0.663444412,315.9832721,-0.282352713,531.8403079,0.528385981,339.8044884,-1.22215613,350.5142516,-0.698429772,455.6670108,423.91179,345.15937,475.1932071,446.2433945,343.103318,501.9694921,420.760102,440.8941424,454.265934,412.1006047,374.7364167,440.0328388,409.612332,379.2232941,517.1674983,437.8082513,372.8782258,0
382.7117948,0.421078597,598.7407964,-0.968162569,343.6938407,0.325752457,577.3876912,0.481646369,404.2793989,0.786490841,416.0398405,-0.11025009,490.7262956,460.540766,410.1596197,455.6670108,423.91179,345.15937,475.1932071,446.2433945,343.103318,501.9694921,420.760102,440.8941424,454.265934,412.1006047,374.7364167,440.0328388,409.612332,379.2232941,0
461.922489,-0.084335921,610.1360284,-0.194476496,367.0362094,1.02839998,582.9699381,-0.428947094,395.8988755,-0.619584545,411.8021521,-0.736679979,536.0292587,475.0030737,403.8505138,490.7262956,460.540766,410.1596197,455.6670108,423.91179,345.15937,475.1932071,446.2433945,343.103318,501.9694921,420.760102,440.8941424,454.265934,412.1006047,374.7364167,0
453.1793086,-1.066631019,655.2125711,0.483841017,386.1248012,-0.941239661,531.9915462,-0.112379826,402.5680044,-0.279546687,398.2569861,0.021927584,554.1959398,459.0581737,400.4124953,536.0292587,475.0030737,403.8505138,490.7262956,460.540766,410.1596197,455.6670108,423.91179,345.15937,475.1932071,446.2433945,343.103318,501.9694921,420.760102,440.8941424,0
436.5865662,0.963710649,722.2381179,1.062428587,356.0158409,-0.5862044,528.1282,-0.017039287,387.5660569,-0.83832824,390.1987736,-0.838559431,579.4123421,442.0720205,388.8824152,554.1959398,459.0581737,400.4124953,536.0292587,475.0030737,403.8505138,490.7262956,460.540766,410.1596197,455.6670108,423.91179,345.15937,475.1932071,446.2433945,343.103318,0
520.6051132,0.8572987,750.3558195,-0.419778701,380.5193065,1.390832179,539.4104203,-0.077808699,377.6946685,-0.211919684,392.369666,-0.172551197,635.4804664,459.9648634,385.0321673,579.4123421,442.0720205,388.8824152,554.1959398,459.0581737,400.4124953,536.0292587,475.0030737,403.8505138,490.7262956,460.540766,410.1596197,455.6670108,423.91179,345.15937,0
301.9486961,-0.932703048,703.7391765,0.061877324,406.0144981,-0.582849666,560.6870484,0.076813436,393.1857457,0.524981724,384.4936845,0.073611879,502.8439363,483.3507732,388.8397151,635.4804664,459.9648634,385.0321673,579.4123421,442.0720205,388.8824152,554.1959398,459.0581737,400.4124953,536.0292587,475.0030737,403.8505138,490.7262956,460.540766,410.1596197,0
441.2297339,-2.226410898,693.0380623,0.579788389,422.0982776,0.095024676,601.0793433,0.612587828,352.0940049,-0.345798903,424.6602379,-0.776550887,567.1338981,511.5888105,388.3771214,502.8439363,483.3507732,388.8397151,635.4804664,459.9648634,385.0321673,579.4123421,442.0720205,388.8824152,554.1959398,459.0581737,400.4124953,536.0292587,475.0030737,403.8505138,0
532.589307,0.002050537,587.9170926,1.177326776,453.9810166,0.161804973,539.2606689,0.062749273,335.435447,0.111184161,436.7177665,-0.335441564,560.2531998,496.6208427,386.0766067,567.1338981,511.5888105,388.3771214,502.8439363,483.3507732,388.8397151,635.4804664,459.9648634,385.0321673,579.4123421,442.0720205,388.8824152,554.1959398,459.0581737,400.4124953,0
803.4259534,-0.072368968,428.0134861,1.017375352,365.4898715,-0.130147704,549.4224721,0.299335102,377.5922934,0.251884521,443.4146809,-0.100946843,615.7197198,457.4561718,410.5034872,560.2531998,496.6208427,386.0766067,567.1338981,511.5888105,388.3771214,502.8439363,483.3507732,388.8397151,635.4804664,459.9648634,385.0321673,579.4123421,442.0720205,388.8824152,0
755.5566386,-1.764471577,368.7810392,-1.212412291,597.4445255,0.385597807,413.3392691,0.074997447,479.2501579,-0.149871568,391.2405466,0.489297268,562.1688389,505.3918973,435.2453522,615.7197198,457.4561718,410.5034872,560.2531998,496.6208427,386.0766067,567.1338981,511.5888105,388.3771214,502.8439363,483.3507732,388.8397151,635.4804664,459.9648634,385.0321673,0
697.8190075,0.415310328,428.7631034,1.010225648,555.1433077,-0.233207473,408.7053786,0.38148838,510.256481,0.022012511,397.7038256,-0.000444377,563.2910554,481.9243431,453.9801533,562.1688389,505.3918973,435.2453522,615.7197198,457.4561718,410.5034872,560.2531998,496.6208427,386.0766067,567.1338981,511.5888105,388.3771214,502.8439363,483.3507732,388.8397151,0
765.6978277,-0.54508175,651.4176115,-1.561733957,478.6617388,-1.79470486,397.4946782,-0.399380562,476.6540953,-0.345976156,420.474722,-0.285900815,708.5577196,438.0782085,448.5644087,563.2910554,481.9243431,453.9801533,562.1688389,505.3918973,435.2453522,615.7197198,457.4561718,410.5034872,560.2531998,496.6208427,386.0766067,567.1338981,511.5888105,388.3771214,0
650.0603438,-1.394443105,432.9302116,-1.330212984,361.0487628,-0.226730916,421.5777119,0.344639142,474.388805,-0.75255563,414.931803,-0.903123199,541.4952777,391.3132373,444.660304,708.5577196,438.0782085,448.5644087,563.2910554,481.9243431,453.9801533,562.1688389,505.3918973,435.2453522,615.7197198,457.4561718,410.5034872,560.2531998,496.6208427,386.0766067,0
519.2461427,0.683046838,383.6160605,2.487933921,386.6497049,-0.043405426,402.5506555,0.647598964,471.3926212,-0.519407236,411.2258114,-0.215273371,451.4311016,394.6001802,441.3092163,541.4952777,391.3132373,444.660304,708.5577196,438.0782085,448.5644087,563.2910554,481.9243431,453.9801533,562.1688389,505.3918973,435.2453522,615.7197198,457.4561718,410.5034872,0
567.3977974,-0.143689114,416.6055356,1.878141998,454.6858815,0.508198817,416.6738623,0.27992987,440.6183117,0.315824467,450.709639,0.641730026,492.0016665,435.6798719,445.6639753,451.4311016,394.6001802,441.3092163,541.4952777,391.3132373,444.660304,708.5577196,438.0782085,448.5644087,563.2910554,481.9243431,453.9801533,562.1688389,505.3918973,435.2453522,0
693.1789754,-0.792620521,456.1075852,-0.089972567,350.6189777,-0.263860155,438.4174624,0.588545262,485.7853795,0.516106856,453.4061192,0.197390772,574.6432803,394.5182201,469.5957493,492.0016665,435.6798719,445.6639753,451.4311016,394.6001802,441.3092163,541.4952777,391.3132373,444.660304,708.5577196,438.0782085,448.5644087,563.2910554,481.9243431,453.9801533,0
725.5738973,1.35869894,547.085636,0.700110438,356.7183561,-0.676546226,461.2113193,0.40403859,495.9320444,0.039613715,456.7133203,-0.163319854,636.3297667,408.9648377,476.3226823,574.6432803,394.5182201,469.5957493,492.0016665,435.6798719,445.6639753,451.4311016,394.6001802,441.3092163,541.4952777,391.3132373,444.660304,708.5577196,438.0782085,448.5644087,0
673.2509053,0.7788457,617.8890092,1.736604409,512.1003176,1.224100645,465.9296852,0.001236166,452.1994247,-0.348565032,451.1625131,-0.233702038,645.5699572,489.0150014,451.6809689,636.3297667,408.9648377,476.3226823,574.6432803,394.5182201,469.5957493,492.0016665,435.6798719,445.6639753,451.4311016,394.6001802,441.3092163,541.4952777,391.3132373,444.660304,0
599.3215503,-0.046944032,665.3081384,0.209022703,404.690357,-0.513772158,456.3011849,-0.356828533,410.3444917,0.880317943,436.9364669,0.436474345,632.3148444,430.495771,423.6404793,645.5699572,489.0150014,451.6809689,636.3297667,408.9648377,476.3226823,574.6432803,394.5182201,469.5957493,492.0016665,435.6798719,445.6639753,451.4311016,394.6001802,441.3092163,0
720.5533116,-0.728335075,614.4296936,0.515416441,492.3836972,0.108615673,412.6071244,0.406901341,402.8917366,-0.059928852,445.5048412,-0.655297293,667.4915026,452.4954108,424.1982889,632.3148444,430.495771,423.6404793,645.5699572,489.0150014,451.6809689,636.3297667,408.9648377,476.3226823,574.6432803,394.5182201,469.5957493,492.0016665,435.6798719,445.6639753,0
654.5615812,-1.571652514,643.859781,-0.969157656,493.5378586,-1.722693681,446.5511983,0.809522103,443.6730745,0.384680178,428.8969509,0.217969424,649.2106811,470.0445285,436.2850127,667.4915026,452.4954108,424.1982889,632.3148444,430.495771,423.6404793,645.5699572,489.0150014,451.6809689,636.3297667,408.9648377,476.3226823,574.6432803,394.5182201,469.5957493,0
555.2804144,1.54178268,682.0909553,0.973741459,417.5787666,-0.338766861,475.5235371,-1.175389775,490.7526205,-0.170795717,466.0824274,0.765336177,618.6856849,446.5511519,478.4175239,649.2106811,470.0445285,436.2850127,667.4915026,452.4954108,424.1982889,632.3148444,430.495771,423.6404793,645.5699572,489.0150014,451.6809689,636.3297667,408.9648377,476.3226823,0
548.4890776,0.597643197,674.0924996,-0.233643237,576.2371138,-0.695086088,459.6955908,0.739286925,489.8171816,0.716730756,495.060277,-0.13964682,611.2907886,517.9663523,492.4387293,618.6856849,446.5511519,478.4175239,649.2106811,470.0445285,436.2850127,667.4915026,452.4954108,424.1982889,632.3148444,430.495771,423.6404793,645.5699572,489.0150014,451.6809689,0
539.5098949,-0.631654939,613.7505348,0.215847172,599.9990292,-0.213648131,408.111332,-0.582162508,486.103299,-0.27593465,519.4504982,-0.45483648,576.6302148,504.0551806,502.7768986,611.2907886,517.9663523,492.4387293,618.6856849,446.5511519,478.4175239,649.2106811,470.0445285,436.2850127,667.4915026,452.4954108,424.1982889,632.3148444,430.495771,423.6404793,0
361.172794,-2.206896407,635.8943592,1.315066286,562.4809371,0.882292287,380.4281396,0.372061418,483.151369,0.468012434,504.4705268,0.089666738,498.5335766,471.4545383,493.8109479,576.6302148,504.0551806,502.7768986,611.2907886,517.9663523,492.4387293,618.6856849,446.5511519,478.4175239,649.2106811,470.0445285,436.2850127,667.4915026,452.4954108,424.1982889,0
830.7274171,-3.04340179,691.9225816,-0.144332575,676.9327086,0.457927355,345.3319276,-1.016754237,479.1222088,0.241772544,519.5858913,0.09661593,761.3249994,511.1323181,499.3540501,498.5335766,471.4545383,493.8109479,576.6302148,504.0551806,502.7768986,611.2907886,517.9663523,492.4387293,618.6856849,446.5511519,478.4175239,649.2106811,470.0445285,436.2850127,0
381.5223756,-2.204435355,738.0338406,0.424845122,667.7720284,-0.296121753,387.0065816,-0.227112632,459.3688992,0.077156602,489.959804,-0.259313228,559.7781081,527.389305,474.6643516,761.3249994,511.1323181,499.3540501,498.5335766,471.4545383,493.8109479,576.6302148,504.0551806,502.7768986,611.2907886,517.9663523,492.4387293,618.6856849,446.5511519,478.4175239,0
473.0176172,-2.620666757,642.6066518,1.160245948,608.2012053,0.398583712,363.2368109,0.301689758,444.2406304,0.49409662,473.7112173,0.163329062,557.8121345,485.7190081,458.9759239,559.7781081,527.389305,474.6643516,761.3249994,511.1323181,499.3540501,498.5335766,471.4545383,493.8109479,576.6302148,504.0551806,502.7768986,611.2907886,517.9663523,492.4387293,0
419.7531734,2.702485769,644.5897405,1.566569222,605.9561562,-0.315477811,462.4315828,0.030935401,472.7881415,-1.472500928,472.991381,-0.628885956,532.1714569,534.1938695,472.8897612,557.8121345,485.7190081,458.9759239,559.7781081,527.389305,474.6643516,761.3249994,511.1323181,499.3540501,498.5335766,471.4545383,493.8109479,576.6302148,504.0551806,502.7768986,0
