LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha,AvgBeta,AvgGamma,PrevAlpha1,PrevBeta1,PrevGamma1,PrevAlpha2,PrevBeta2,PrevGamma2,PrevAlpha3,PrevBeta3,PrevGamma3,PrevAlpha4,PrevBeta4,PrevGamma4,PrevAlpha5,PrevBeta5,PrevGamma5,focus
1013.522288,-2.546555918,643.2836785,1.375240122,486.5153353,-0.545113225,875.3459744,-0.284110984,905.5900211,0.557100846,723.6425847,-0.667041521,828.4029835,680.9306549,814.6163029,991.4008583,769.3869003,810.4641618,878.065554,796.7742153,845.8936403,875.2300594,816.912683,933.8888947,749.792676,858.3039075,965.286403,736.7101787,982.7374177,909.9729003,1
889.9128886,2.141654366,621.9225741,1.840274081,469.4049896,0.952120046,886.5595219,-0.462783531,789.2104668,-0.037584444,643.8130027,-0.194768733,755.9177313,677.9822557,716.5117348,828.4029835,680.9306549,814.6163029,991.4008583,769.3869003,810.4641618,878.065554,796.7742153,845.8936403,875.2300594,816.912683,933.8888947,749.792676,858.3039075,965.286403,1
931.7559798,0.775179033,852.9028727,-1.838762384,608.5425798,-1.080353716,833.6510997,0.209351911,862.4405601,0.66954441,706.6396852,0.475783727,892.3294263,721.0968398,784.5401226,755.9177313,677.9822557,716.5117348,828.4029835,680.9306549,814.6163029,991.4008583,769.3869003,810.4641618,878.065554,796.7742153,845.8936403,875.2300594,816.912683,933.8888947,1
851.2549678,0.231870606,955.5065179,-1.040567735,532.2316712,1.730803647,864.0761455,0.934935836,871.1334529,0.470704354,709.0587846,0.177884047,903.3807428,698.1539084,790.0961187,892.3294263,721.0968398,784.5401226,755.9177313,677.9822557,716.5117348,828.4029835,680.9306549,814.6163029,991.4008583,769.3869003,810.4641618,878.065554,796.7742153,845.8936403,1
882.8624892,-0.638338148,874.2483309,-0.517326621,630.0468416,-0.760623609,798.0170866,-0.672361032,928.4074627,0.142148197,755.1721359,-0.088367404,878.5554101,714.0319641,841.7897993,903.3807428,698.1539084,790.0961187,892.3294263,721.0968398,784.5401226,755.9177313,677.9822557,716.5117348,828.4029835,680.9306549,814.6163029,991.4008583,769.3869003,810.4641618,1
1169.898955,1.555906852,684.6136409,0.094957324,657.8042745,-0.964328202,865.7482881,-0.749696693,958.3662069,0.831344402,756.5673155,0.99168334,927.2562977,761.7762813,857.4667612,878.5554101,714.0319641,841.7897993,903.3807428,698.1539084,790.0961187,892.3294263,721.0968398,784.5401226,755.9177313,677.9822557,716.5117348,828.4029835,680.9306549,814.6163029,1
1085.94852,0.877243804,703.5750896,-1.95628891,717.4245054,-1.018959045,921.6748827,0.284268797,1126.867303,1.079067513,930.7633082,0.268897215,894.761805,819.5496941,1028.815305,927.2562977,761.7762813,857.4667612,878.5554101,714.0319641,841.7897993,903.3807428,698.1539084,790.0961187,892.3294263,721.0968398,784.5401226,755.9177313,677.9822557,716.5117348,1
717.8944079,-0.217833667,1029.40194,-1.736343236,647.9187368,-0.189912825,895.5164381,-0.060083255,1085.48265,0.314303113,949.3363832,-0.011283224,873.6481739,771.7175875,1017.409516,894.761805,819.5496941,1028.815305,927.2562977,761.7762813,857.4667612,878.5554101,714.0319641,841.7897993,903.3807428,698.1539084,790.0961187,892.3294263,721.0968398,784.5401226,1
683.2204011,-1.594442088,1070.167572,-1.427882439,668.2790093,0.834131921,1018.923281,-0.491676076,963.3926315,-0.186594572,882.1293538,-0.107994786,876.6939864,843.6011453,922.7609926,873.6481739,771.7175875,1017.409516,894.761805,819.5496941,1028.815305,927.2562977,761.7762813,857.4667612,878.5554101,714.0319641,841.7897993,903.3807428,698.1539084,790.0961187,1
468.845676,0.296582956,981.0600809,-0.778688695,686.6618095,0.155669745,1072.020863,0.734951502,1345.223386,-0.204787598,1078.766648,-0.268276595,724.9528785,879.3413363,1211.995017,876.6939864,843.6011453,922.7609926,873.6481739,771.7175875,1017.409516,894.761805,819.5496941,1028.815305,927.2562977,761.7762813,857.4667612,878.5554101,714.0319641,841.7897993,1
463.3423561,-0.66164976,990.3204511,-0.140909048,719.8779509,-0.528846178,1116.33035,0.386853842,1585.029939,0.566867202,1198.586119,0.366715162,726.8314036,918.1041503,1391.808029,724.9528785,879.3413363,1211.995017,876.6939864,843.6011453,922.7609926,873.6481739,771.7175875,1017.409516,894.761805,819.5496941,1028.815305,927.2562977,761.7762813,857.4667612,1
589.5192295,-1.840629933,951.1832055,-1.670640596,714.2401507,-0.018660277,1093.672581,-0.491583171,1618.712565,0.287535887,1208.292361,0.380740931,770.3512175,903.9563656,1413.502463,726.8314036,918.1041503,1391.808029,724.9528785,879.3413363,1211.995017,876.6939864,843.6011453,922.7609926,873.6481739,771.7175875,1017.409516,894.761805,819.5496941,1028.815305,1
334.4054773,-1.860660544,856.6991151,-0.877408795,718.0471736,0.194259473,1163.836452,0.435237392,1706.475657,0.067321811,1244.310532,-0.212868829,595.5522962,940.9418128,1475.393095,770.3512175,903.9563656,1413.502463,726.8314036,918.1041503,1391.808029,724.9528785,879.3413363,1211.995017,876.6939864,843.6011453,922.7609926,873.6481739,771.7175875,1017.409516,1
681.184146,-2.892286819,857.9685957,-0.314743134,738.3352684,-0.266042549,1174.135019,0.054952341,1681.497854,-0.408668831,1204.066307,-0.363795084,769.5763709,956.2351436,1442.78208,595.5522962,940.9418128,1475.393095,770.3512175,903.9563656,1413.502463,726.8314036,918.1041503,1391.808029,724.9528785,879.3413363,1211.995017,876.6939864,843.6011453,922.7609926,1
525.6234583,0.354503394,919.5727505,0.043309978,865.6381336,0.341737839,1101.45936,0.075735158,1632.613951,-0.11674717,1205.856488,0.196653162,722.5981044,983.5487471,1419.235219,769.5763709,956.2351436,1442.78208,595.5522962,940.9418128,1475.393095,770.3512175,903.9563656,1413.502463,726.8314036,918.1041503,1391.808029,724.9528785,879.3413363,1211.995017,1
406.2532176,-0.379927008,858.5619037,0.078519557,919.2272077,0.968815952,1152.029481,-0.038308736,1694.74761,-0.576121811,1292.218315,-0.668464791,632.4075607,1035.628345,1493.482963,722.5981044,983.5487471,1419.235219,769.5763709,956.2351436,1442.78208,595.5522962,940.9418128,1475.393095,770.3512175,903.9563656,1413.502463,726.8314036,918.1041503,1391.808029,1
600.7548647,-1.862767192,964.9882767,-1.544527826,725.9077704,-0.748574312,943.0472977,0.642710827,1604.189138,-0.570700756,1255.241636,-0.427909255,782.8715707,834.477534,1429.715387,632.4075607,1035.628345,1493.482963,722.5981044,983.5487471,1419.235219,769.5763709,956.2351436,1442.78208,595.5522962,940.9418128,1475.393095,770.3512175,903.9563656,1413.502463,1
600.4056271,2.278683175,850.6295599,-0.861047864,749.6550742,-0.363342797,1090.894881,0.395089065,1632.798103,0.320753873,1248.655332,-0.076328612,725.5175935,920.2749777,1440.726717,782.8715707,834.477534,1429.715387,632.4075607,1035.628345,1493.482963,722.5981044,983.5487471,1419.235219,769.5763709,956.2351436,1442.78208,595.5522962,940.9418128,1475.393095,1
729.986719,1.71089742,865.7604572,-0.157072935,779.9606792,0.2483194,1019.670257,-0.156624136,1576.268422,-0.623035418,1212.766633,-0.45335421,797.8735881,899.8154679,1394.517527,725.5175935,920.2749777,1440.726717,782.8715707,834.477534,1429.715387,632.4075607,1035.628345,1493.482963,722.5981044,983.5487471,1419.235219,769.5763709,956.2351436,1442.78208,1
594.4334451,0.314360373,916.1395864,-1.400149423,653.1622588,0.876213216,953.6161892,0.040744941,1523.629489,-0.41405468,1237.77538,0.117699054,755.2865158,803.389224,1380.702435,797.8735881,899.8154679,1394.517527,725.5175935,920.2749777,1440.726717,782.8715707,834.477534,1429.715387,632.4075607,1035.628345,1493.482963,722.5981044,983.5487471,1419.235219,1
676.0672941,-0.681614463,1073.449443,0.121736271,798.7129746,0.694498111,1207.292103,-0.647306458,1457.475004,-0.227573695,1270.72008,-0.222664194,874.7583684,1003.002539,1364.097542,755.2865158,803.389224,1380.702435,797.8735881,899.8154679,1394.517527,725.5175935,920.2749777,1440.726717,782.8715707,834.477534,1429.715387,632.4075607,1035.628345,1493.482963,1
763.4273893,1.085804354,1313.257829,0.883647754,564.627611,0.773694671,1027.568668,-0.414203303,1424.845413,0.136858324,1319.497302,0.344795632,1038.342609,796.0981397,1372.171357,874.7583684,1003.002539,1364.097542,755.2865158,803.389224,1380.702435,797.8735881,899.8154679,1394.517527,725.5175935,920.2749777,1440.726717,782.8715707,834.477534,1429.715387,1
629.9224651,0.996996564,1579.030636,-0.546184381,613.8474235,0.098270127,1094.218008,-0.646793734,1268.007036,-0.116722536,1285.296998,-0.424217393,1104.47655,854.0327159,1276.652017,1038.342609,796.0981397,1372.171357,874.7583684,1003.002539,1364.097542,755.2865158,803.389224,1380.702435,797.8735881,899.8154679,1394.517527,725.5175935,920.2749777,1440.726717,1
851.5582076,-0.026751824,1266.50041,0.088584613,787.0890267,-0.564609118,1140.760052,0.101116452,1225.164127,0.191601525,1303.745361,0.175112081,1059.029309,963.9245392,1264.454744,1104.47655,854.0327159,1276.652017,1038.342609,796.0981397,1372.171357,874.7583684,1003.002539,1364.097542,755.2865158,803.389224,1380.702435,797.8735881,899.8154679,1394.517527,1
418.0777968,-0.733419372,1194.464281,-1.595811892,797.7240244,1.306059918,1135.548827,0.74198463,1221.855743,-0.082985099,1295.587058,0.179078041,806.2710391,966.6364258,1258.7214,1059.029309,963.9245392,1264.454744,1104.47655,854.0327159,1276.652017,1038.342609,796.0981397,1372.171357,874.7583684,1003.002539,1364.097542,755.2865158,803.389224,1380.702435,1
723.5875166,-1.75941106,1292.807284,-0.85987551,961.8475236,0.453536584,1215.932562,0.146996354,1141.887309,0.097602973,1263.704025,0.148977941,1008.1974,1088.890043,1202.795667,806.2710391,966.6364258,1258.7214,1059.029309,963.9245392,1264.454744,1104.47655,854.0327159,1276.652017,1038.342609,796.0981397,1372.171357,874.7583684,1003.002539,1364.097542,1
641.5900953,0.131612873,1242.289335,-0.393218527,834.8304039,-0.268451412,1217.610703,0.381169808,1211.411093,0.138254085,1248.174316,0.058054533,941.9397154,1026.220554,1229.792705,1008.1974,1088.890043,1202.795667,806.2710391,966.6364258,1258.7214,1059.029309,963.9245392,1264.454744,1104.47655,854.0327159,1276.652017,1038.342609,796.0981397,1372.171357,1
844.7462661,2.520697339,1153.277398,-1.959480613,938.0772705,0.207521138,1210.51047,-0.294064643,1254.043305,-0.045634125,1238.701387,-0.216683083,999.0118318,1074.29387,1246.372346,941.9397154,1026.220554,1229.792705,1008.1974,1088.890043,1202.795667,806.2710391,966.6364258,1258.7214,1059.029309,963.9245392,1264.454744,1104.47655,854.0327159,1276.652017,1
1449.97429,1.708508075,1035.333859,-0.593769017,965.6206408,0.771040244,1209.3792,0.286096763,1262.045404,-0.750895172,1247.351189,-0.489152203,1242.654075,1087.49992,1254.698296,999.0118318,1074.29387,1246.372346,941.9397154,1026.220554,1229.792705,1008.1974,1088.890043,1202.795667,806.2710391,966.6364258,1258.7214,1059.029309,963.9245392,1264.454744,1
1524.499211,0.714558186,1040.602759,-0.878705089,1049.688005,0.323108289,1186.768365,-0.240407155,1208.300037,-0.539936682,1187.253239,0.035108337,1282.550985,1118.228185,1197.776638,1242.654075,1087.49992,1254.698296,999.0118318,1074.29387,1246.372346,941.9397154,1026.220554,1229.792705,1008.1974,1088.890043,1202.795667,806.2710391,966.6364258,1258.7214,1
1382.036819,-0.135941663,1060.589514,-1.58879484,970.3207467,-0.19616133,1054.129329,0.03792522,1040.238751,-0.398099591,1054.823665,0.099704305,1221.313167,1012.225038,1047.531208,1282.550985,1118.228185,1197.776638,1242.654075,1087.49992,1254.698296,999.0118318,1074.29387,1246.372346,941.9397154,1026.220554,1229.792705,1008.1974,1088.890043,1202.795667,1
1390.383314,-1.064534873,909.5733661,-0.450254617,917.5898003,0.292490928,1030.141558,0.795545731,972.41378,0.344924434,1168.837021,0.645632488,1149.97834,973.865679,1070.625401,1221.313167,1012.225038,1047.531208,1282.550985,1118.228185,1197.776638,1242.654075,1087.49992,1254.698296,999.0118318,1074.29387,1246.372346,941.9397154,1026.220554,1229.792705,1
1366.74432,1.046063244,866.8527728,0.130327303,972.8901277,-0.221465395,1084.398515,0.167276829,1089.236356,0.282287428,975.1357319,0.099448689,1116.798547,1028.644321,1032.186044,1149.97834,973.865679,1070.625401,1221.313167,1012.225038,1047.531208,1282.550985,1118.228185,1197.776638,1242.654075,1087.49992,1254.698296,999.0118318,1074.29387,1246.372346,1
1286.209668,0.25692447,1055.680818,-2.475583341,715.7036035,1.145459719,1002.206193,-0.634719837,1095.926981,1.21886804,1027.474867,0.370806869,1170.945243,858.9548982,1061.700924,1116.798547,1028.644321,1032.186044,1149.97834,973.865679,1070.625401,1221.313167,1012.225038,1047.531208,1282.550985,1118.228185,1197.776638,1242.654075,1087.49992,1254.698296,1
1611.742234,-0.768481443,1108.243439,-0.894078271,709.6024615,-0.402866108,935.2788453,0.374127533,1130.819267,1.434200176,1020.435422,0.883952369,1359.992837,822.4406534,1075.627344,1170.945243,858.9548982,1061.700924,1116.798547,1028.644321,1032.186044,1149.97834,973.865679,1070.625401,1221.313167,1012.225038,1047.531208,1282.550985,1118.228185,1197.776638,1
