Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,highalpha
52.22520208,501,327.299779,1.776416193,331.7145785,-2.196809608,435.1460625,-0.747723903,249.0112218,0.051125061,432.9344959,0.488495723,1939.578292,0.060905972,OOOOOO,,644.1144855,523.1358309
52.33552861,502,1184.836439,2.110218611,844.3703873,-1.020653807,473.3124094,1.40731561,303.1178156,0.63265888,479.1221104,0.273132959,1955.148113,0.108496174,OOOOOO,,,
52.43848085,503,1062.227368,1.266827033,583.4839061,0.030693196,402.4568261,-0.364330753,398.2643763,0.396152555,573.0416383,-1.462768278,2052.897983,-1.023591166,OOOOOO,,lowbeta,highbeta
52.5363028,504,830.3250614,-0.003749712,768.5083234,0.973135077,560.8273332,-1.312149882,611.8629549,-2.002918067,1003.65664,-2.258259435,2101.11002,-1.571415663,OOOOOO,,433.2218462,422.7267398
52.63946891,505,982.5368629,-0.956965206,615.273647,2.070328986,435.7015308,0.045420993,321.8676027,-0.901996117,452.2335699,1.144797807,1362.951249,0.423418509,OOOOOO,,,
52.74143291,506,1097.724811,1.233081249,495.1292576,2.068872466,516.0978299,0.877407026,458.758863,0.857817907,883.75662,1.482874845,1841.359121,1.446821367,OOOOOO,,lowgamma,highgamma
52.83944345,507,1221.473743,0.50198926,656.8154909,1.282859687,439.7990942,0.267949373,421.623696,1.144262858,696.2057078,1.262621503,1946.409808,1.065784899,XXXXXX,,617.1780969,2141.357221
52.94242787,508,1086.601583,-0.52022233,635.1922415,1.545646551,399.5584998,1.618266969,390.1071374,1.124950672,600.4608031,0.950711587,1851.108211,0.615548675,XXXXXX,,,
53.04041743,509,1797.705521,-1.814274641,907.9016539,-2.216124849,898.7975352,-1.56993144,670.2665508,-0.613946598,506.7420792,-0.195132629,1940.724802,0.080861107,XXXXXX,,,
53.14241958,510,1405.873006,-2.272282576,1105.759019,-1.935990678,707.9282817,-0.219601365,552.3587883,-1.041184152,465.1743439,-0.237641062,1902.69673,-0.110639242,XXXXXX,,,
53.2454145,511,567.9936002,1.028571935,707.7799162,-1.402444949,572.9827263,0.460453169,453.7383686,-0.419254527,465.658332,0.011606882,1914.72513,0.155038634,XXXXXX,,,
53.34336305,512,1238.304337,-0.182629861,667.587602,-0.733267723,724.7586854,-1.424923132,456.5952494,-0.004866663,497.3243896,0.60297682,1940.075533,0.35420684,OOOOOO,,,
53.44535923,513,1063.830067,-1.023640127,610.4407681,0.129883396,634.0865107,-0.881508395,428.6704,-0.803161438,459.7911479,-0.769499039,1859.531517,-0.35688998,OOOOOO,,,
53.54432201,514,980.9419899,1.23849808,577.9640393,-1.288313122,646.8032932,-0.320226947,515.4687033,0.717175111,611.6372149,1.029798085,1941.387002,1.090245757,OOOOOO,,,
53.64632869,515,1121.855825,0.310554947,669.5186392,-0.741302256,665.6082787,0.343882883,654.4596126,0.604434676,962.9521988,1.106302272,2080.277911,0.934070084,OOOOOO,,,
53.74925137,516,985.9579088,-0.567518515,679.7273513,-0.219901586,614.6864753,-0.339561945,448.5867557,0.614503478,378.3196302,0.184323129,1408.730973,0.691772909,OOOOOO,,,
