Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,,highalpha
53.80711746,501,1000.107539,-0.686121004,381.940977,1.071629712,318.4359311,-1.439636846,369.6380113,-0.734285852,599.7703696,0.263150215,2985.276211,0.219835009,OOOOOO,,715.4301597,,562.0285197
53.90533328,502,789.2487801,-0.92736767,490.0010165,-0.048166853,405.0977713,0.303573737,272.1460881,-0.107942817,507.45682,0.047011231,2953.198859,0.280416686,OOOOOO,,,,
54.00709772,503,552.4408023,1.107363122,562.1996347,0.70679735,444.3693354,0.274992031,224.2258348,0.431941762,494.3469321,0.001775621,2908.881859,0.102882912,OOOOOO,,lowbeta,,highbeta
54.10949445,504,565.1228102,0.110807476,598.5085984,-0.823000253,308.4809536,-0.117448025,245.3788203,0.126412124,482.106716,0.399664656,2909.854511,0.216030169,OOOOOO,,471.2024764,,471.2121603
54.208354,505,638.4634975,-0.813474872,663.3679884,-0.125553781,296.3738528,-0.649933105,447.1648667,1.090613576,542.8318725,1.289796508,2921.498619,0.993870134,OOOOOO,,,,
54.31075597,506,553.3810598,-1.616666718,626.8499192,0.425787075,414.5513452,-0.14581285,400.6507289,0.148869738,680.4317867,0.751850226,2845.804102,0.988987273,OOOOOO,,lowgamma,,highgamma
54.40940285,507,462.3113637,0.709579511,628.9790489,-0.911815983,399.8704646,0.627098548,394.3944065,0.280161686,622.002817,0.812636998,2395.067527,0.733360026,OOOOOO,,723.4708408,,2659.696052
54.5089891,508,1697.350932,-2.44415684,1554.147281,-1.584459624,1256.442494,-1.323178472,596.6713965,-0.955873857,1457.217543,-1.876481435,2131.358436,-1.497640517,OOOOOO,,,,
54.60883975,509,825.6741664,-0.04977378,1428.406631,-1.214412234,912.115566,-1.762413889,760.5899431,-0.917500584,1192.065536,-1.265758361,1978.100139,-1.331189075,OOOOOO,,,,
54.71200728,510,819.278641,-1.575695964,1435.823886,-0.994344392,832.965724,-0.900050316,873.421849,-1.15130559,1117.655673,-0.890573426,1817.279052,-0.693204608,OOOOOO,,,,
54.81396794,511,907.5442512,0.582722455,791.5045406,-0.152728901,773.8419487,-0.443634791,700.6802498,-0.89910292,935.3025669,-0.69860271,1522.667971,-0.624166036,OOOOOO,,,,
54.91697383,512,1162.03181,-0.614707584,1070.766636,-1.585129417,817.3998238,0.469532873,672.2142913,-0.329004523,944.1618133,-0.985394305,1364.08636,-0.590377265,OOOOOO,,,,
55.01495647,513,1197.017719,-1.220874758,1076.116511,-1.199345206,663.3587486,-0.438841688,694.8706224,-0.583142294,900.1098976,-0.698199114,1309.016758,-0.124846203,XXXXXX,,,,
55.11794329,514,893.6021817,-1.742829622,947.0304203,-0.822828298,774.5606342,-0.994103243,756.6722599,-0.945161885,892.374479,-0.425607499,1309.414784,-0.442074236,XXXXXX,,,,
55.21593046,515,1255.821083,-0.541790943,835.9383101,-1.588614605,852.7571548,-0.35701537,662.8163622,-1.122348289,876.7114765,-0.145372563,1309.069406,0.221935673,XXXXXX,,,,
55.31859422,516,1234.962356,-0.885874045,708.6819364,-0.907437941,828.6690003,-0.98274952,622.1959208,-0.538942218,841.2255466,0.133156478,1347.739526,-0.083974204,XXXXXX,,,,
55.42089677,517,836.4115019,-1.83029309,827.9707913,-2.579647737,555.53799,1.986482657,642.5603209,-0.843771894,866.7474124,1.043180655,1344.343394,-0.415304097,XXXXXX,,,,
55.51886034,518,899.9552345,1.607576552,691.841585,1.596140385,771.6786447,2.011869548,368.3095275,1.607476207,480.6673752,1.800253926,569.1480781,0.888332695,XXXXXX,,,,
55.62153649,519,733.755815,1.884679135,726.9199639,1.637035419,589.5027446,1.708352461,463.3096662,1.751808261,453.6868303,2.069729543,615.8108918,1.732470882,XXXXXX,,,,
55.7195189,520,1014.144292,2.367901563,815.8589769,2.146486981,634.6263871,1.658405418,637.8576722,0.602653762,850.1279554,-1.931016867,1252.697306,-1.415054522,XXXXXX,,,,
55.82149506,521,1190.537303,2.233758679,828.0771161,2.302393735,748.4643098,2.494002728,549.8820629,0.030373335,767.4200427,-1.396657706,1898.813749,-1.211214872,XXXXXX,,,,
55.92480254,522,1145.350029,1.967873037,741.0394652,2.219715281,733.214425,2.349002134,560.6957932,0.172391631,728.7937871,-1.115934834,2085.499869,-1.07290628,XXXXXX,,,,
56.02280855,523,965.3951047,1.373938946,928.8561154,1.403964784,722.0900449,1.539967261,600.2081835,1.651572129,655.4379968,1.181361476,2806.87695,0.934247074,XXXXXX,,,,
56.12516427,524,797.7285064,1.791138645,923.7799378,1.654216742,537.0609695,1.660634264,585.8479535,1.508547608,673.0226708,1.135811303,3013.908922,0.763165283,XXXXXX,,,,
56.2258265,525,1163.994318,1.805330123,847.7757131,1.930640152,753.2609461,1.847953077,546.7231634,1.099550773,590.3047589,0.584954687,2988.433073,0.787544385,XXXXXX,,,,
56.32530236,526,696.3387724,0.984157656,355.9041392,0.277673562,335.5245333,-0.086642203,433.8299807,0.41373843,560.9204093,0.85015939,3023.812676,0.919148787,XXXXXX,,,,
56.42844129,527,1308.586556,-0.627127054,742.0678997,-1.220357696,644.8880578,-0.906391969,346.2933614,-0.556057262,607.2122483,-0.435807712,3051.788298,0.021762983,OOOOOO,,,,
56.52639604,528,1328.451224,-1.167271475,721.8537562,-1.166859062,449.2316251,-1.640861224,327.3581846,-0.508616838,563.4918482,-0.631953196,3008.529976,-0.280867969,OOOOOO,,,,
56.62836123,529,700.2213931,-1.835766813,405.2123457,-0.186852197,197.9453341,0.049375373,316.8002,-0.174188412,631.3997961,-0.054164247,3050.377105,-0.072901879,OOOOOO,,,,
56.73138595,530,616.69773,0.15751224,413.3567461,0.406521995,409.4605856,-0.058205484,419.3227383,1.017901093,735.2836996,0.817233401,3037.109474,0.537497203,OOOOOO,,,,
56.82934237,531,727.6091361,-1.013398695,489.1036943,0.686730324,491.0907716,1.444036431,402.0883873,0.91512972,819.4616653,1.092625739,2853.227341,0.837347975,OOOOOO,,,,
56.9249959,532,1005.018535,1.379315924,780.5909765,1.227334813,543.0495279,1.014679008,447.5718563,1.120149748,1089.541414,1.012859525,2030.642961,0.24680447,OOOOOO,,,,
57.03433633,533,755.6658431,0.45614139,342.9183981,0.153776742,385.6992674,-0.428188991,277.0063048,-0.18469963,465.8633727,-0.588624746,1633.707548,-0.449969463,OOOOOO,,,,
57.13229871,534,745.0872783,-0.522665144,376.826829,0.875317967,380.2291114,0.126016566,281.8588507,0.35705202,468.7537534,0.31182508,1638.627754,-0.107819544,OOOOOO,,,,
57.23528266,535,1224.206836,2.697639061,672.2653633,0.981922726,651.8961555,0.597453989,697.742357,-2.063609707,1220.272312,-1.589749182,2594.117872,-1.050677411,OOOOOO,,,,
57.33326554,536,1045.329699,2.165703827,531.4255746,2.750260072,538.1414632,0.381025053,602.6099412,-2.143138745,1052.564165,-2.276119968,2963.350746,-1.653993101,XXXXXX,,,,
57.43593931,537,1392.085579,1.766719755,901.0401548,2.361237993,709.7030766,2.24664148,570.8721661,0.582293385,767.9581865,-1.370829331,2804.028081,-0.843253689,XXXXXX,,,,
57.53794456,538,742.174227,1.592707018,832.3691957,2.41508447,680.2314207,1.357910137,539.9928289,1.476226909,810.1912759,-1.489103562,2975.953917,-1.235709318,XXXXXX,,,,
57.63589787,539,807.3310997,-0.401609548,669.9530028,2.271203832,763.2374324,2.390778987,392.8343584,0.416637899,694.6096405,-0.951298101,2938.309458,-0.678455694,XXXXXX,,,,
57.73884344,540,803.5266563,2.093634067,450.0910722,2.027393412,171.2905294,-0.521784297,333.5425521,2.05378537,492.0092754,-0.683569035,2792.311464,-0.344393828,XXXXXX,,,,
57.84184623,541,543.9807077,1.045634101,316.4844756,0.751383033,203.340717,-0.155634992,253.5969993,0.111644963,448.4357465,-1.056358559,2765.078392,-0.399921641,XXXXXX,,,,
57.93886924,542,549.6829751,-0.800857477,433.7538175,-1.999862426,221.105947,-0.765281526,299.9041829,-0.434942453,519.0661649,-0.988326442,2776.548025,-0.87633879,OOOOOO,,,,
58.04295516,543,387.7388049,-2.417818975,451.0692087,0.288893205,400.2119725,1.40778669,426.2527378,-0.786404804,608.298298,-1.985191413,2716.514226,-1.229741529,OOOOOO,,,,
58.13983226,544,742.1979567,-2.896825458,639.0731346,-1.257772654,513.233769,-2.355196688,406.1425972,-1.194837294,477.775106,-1.892686292,2273.158009,-1.263509273,OOOOOO,,,,
58.24278426,545,215.7748436,-2.850903713,349.6584754,-2.163340131,337.1483775,-0.050037228,317.2341259,-0.589745982,360.6320991,-0.218156728,1686.977999,-0.194067132,OOOOOO,,,,
58.34480119,546,239.0909424,3.104972515,371.6440186,-1.635090027,341.0880686,0.566307751,318.3918854,0.000243037,364.5176196,-0.431681064,1692.061592,-0.163622777,OOOOOO,,,,
58.44278455,547,387.8983696,0.933347543,329.9636715,-0.334201998,346.3793919,1.093213499,346.2337597,-0.086799993,458.170585,1.713546658,1745.875649,1.046386004,OOOOOO,,,,
58.54576015,548,876.0816231,-0.110359909,711.4390424,0.102402617,616.7378841,-0.083628651,583.0595012,0.559853243,994.0536942,1.125694825,3097.45876,1.103868301,OOOOOO,,,,
58.64771152,549,830.8072588,-0.757592424,446.3553117,0.050225037,582.9426654,-0.185956814,530.9325864,0.440837666,732.369313,1.180096967,3156.988675,0.993231147,OOOOOO,,,,
58.74580026,550,458.5708021,-1.726211169,280.242717,-1.236875279,436.217027,0.174945852,449.5781947,0.6218595,630.3512266,0.726399464,3004.541219,1.000924725,OOOOOO,,,,
58.84815836,551,608.6788551,-0.119618269,419.7475499,-0.763425521,302.1979097,-0.033546076,320.6087737,0.424502716,597.5183022,0.812240028,3042.741386,0.818142337,OOOOOO,,,,
58.94217157,552,860.4565628,-0.680349079,477.624997,-0.249082718,383.2308434,-0.15405529,346.7017791,-0.282954922,600.4342541,0.246739761,3002.282149,0.309161703,OOOOOO,,,,
59.04149461,553,340.8801343,-1.142339209,371.0779283,1.511553219,276.1530543,0.870089576,375.7890541,0.362975784,552.6217478,-0.014138086,2964.834928,0.237713702,OOOOOO,,,,
59.15169525,554,505.3976459,-1.578588751,356.0578479,-1.767382573,394.1396,-0.891506446,393.1117626,-0.116469075,617.6767957,-0.826785589,2981.874954,-0.733187506,OOOOOO,,,,
59.25027657,555,336.4290349,0.462530324,399.1443323,0.479827032,342.2212558,0.058303823,494.6359121,0.418646172,706.3224929,0.550909248,2958.065387,0.792788636,OOOOOO,,,,
59.35264945,556,225.347223,0.364028696,438.9575742,-0.859123603,575.4413708,-0.348115035,449.3311189,0.121314444,715.2315182,0.308979478,2711.025077,0.48995349,OOOOOO,,,,
59.45462275,557,325.9605508,0.368774449,509.5757915,-0.365670282,598.0294431,0.269281456,475.2142941,-0.079324616,494.0943982,0.363719615,1572.064053,-0.384677252,OOOOOO,,,,
59.55261922,558,213.368911,1.361288483,449.8954611,0.252346372,469.2235329,-0.589285036,327.5184332,0.326718232,481.4944305,0.38395975,1735.012953,-0.040825307,OOOOOO,,,,
59.65558124,559,188.6531536,0.186722023,431.6539194,0.914225748,463.1060262,1.29569449,328.4818988,0.420436165,476.6533009,-0.918966999,1734.281365,-0.618337347,OOOOOO,,,,
59.75356412,560,497.2969341,-2.487169794,639.6579792,-0.412167382,628.9433635,-0.91201929,575.0193978,-2.022297886,1403.511104,-2.092490763,2999.711546,-1.354102881,OOOOOO,,,,
59.85622811,561,597.1001665,0.089364051,566.3810699,-0.159657541,605.3213664,-1.562505898,594.3318766,-1.527487158,1112.751037,-1.561322809,3129.417171,-1.418052384,OOOOOO,,,,
