Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,,highalpha
54.81592488,501,1167.12468,0.319769104,744.8283024,-0.333926307,414.8871039,0.532755232,546.0336354,0.896881071,831.3811601,1.689355164,1937.451523,1.079775329,OOOOOO,,639.473231,,531.2198141
54.91892552,502,1244.518258,-0.621473528,856.6516103,0.329340824,548.2678522,1.072361654,675.6394487,0.518505514,1123.963907,1.165423021,3180.836451,1.016732566,OOOOOO,,,,
55.01691699,503,1322.04222,-1.568908681,896.433295,0.89613511,639.446488,0.527360959,563.3689073,0.501677285,1071.158407,1.115645317,3403.413053,0.750892675,XXXXXX,,lowbeta,,highbeta
55.11889052,504,1279.095671,0.634787165,872.8954687,-0.527237673,514.0097297,-0.139441724,470.0679757,0.645951511,816.5716892,1.074661826,3292.385346,1.018304808,XXXXXX,,471.8845704,,477.8488008
55.22185779,505,1220.832192,-0.368532159,751.3739752,0.102915388,370.2848425,-0.76999844,324.672802,0.585677181,747.4615694,0.519136373,3396.643008,0.653645501,XXXXXX,,,,
55.31984878,506,1276.626977,1.674391876,759.4110943,-1.265759391,414.4730567,0.289341876,330.8504156,0.127350581,595.511363,0.384168362,3185.803167,0.197757934,XXXXXX,,lowgamma,,highgamma
55.4222281,507,974.3423,0.50324283,1129.180171,-0.738268339,305.0837251,1.389145001,285.7706165,-0.398733636,553.5660328,0.395511147,3140.516541,0.34691201,XXXXXX,,771.3036799,,2850.949446
55.51720858,508,1224.608881,-0.897467513,1146.089521,-0.689001507,805.1217421,-1.156295071,388.915711,-0.37826089,661.811221,-0.560357957,3168.872394,-0.043995323,XXXXXX,,,,
55.61545992,509,291.0618116,1.499312107,376.5982122,0.964586403,357.4066993,0.324970057,373.0572461,0.541286905,738.8451398,0.83084426,3185.222776,0.884455777,XXXXXX,,,,
55.72533607,510,342.9646848,-0.312093253,315.5358676,-0.416421196,518.6418992,0.61442025,354.5534324,0.705623621,658.3686236,0.23507032,2857.364594,0.717468525,OOOOOO,,,,
55.82345867,511,448.8481298,-1.152320651,487.5586084,-0.341906468,393.1766853,0.051703417,325.3461967,0.58923221,390.198857,-0.61916595,1761.896293,-1.234812564,OOOOOO,,,,
55.9257524,512,423.8456641,-2.346150667,412.3219164,0.233230617,358.1776858,-0.521013615,305.8232268,0.280188567,431.4659267,0.737568717,1803.321281,0.366383588,OOOOOO,,,,
56.02841449,513,423.8873967,-0.146797532,412.160616,0.860239261,358.4751729,0.107335865,305.547281,0.37760164,431.5217795,-0.690552404,1803.506767,-0.294908539,OOOOOO,,,,
56.12644267,514,825.7537113,2.623587525,822.1384438,-0.704764921,574.9031914,-1.558483555,763.6937801,-1.899879697,1686.360388,-1.936413528,2994.706265,-1.227775685,OOOOOO,,,,
56.22934484,515,500.8070407,1.367758945,750.4649532,-2.304888817,431.9234722,-0.542079361,589.5087735,-2.23995187,1289.612326,-1.966024107,3261.098268,-1.142332948,OOOOOO,,,,
56.32725525,516,596.1570836,0.381052626,509.4378871,-1.895273197,627.4958912,-2.408508152,647.2669512,-2.363669492,1196.570525,-1.93010014,3428.888626,-1.746995069,OOOOOO,,,,
56.43038607,517,751.9094802,-0.466893844,507.4989085,-1.184412719,312.0532635,-2.573429008,474.6441284,-2.18606311,1082.148756,-1.578376833,3463.684375,-1.219092441,OOOOOO,,,,
56.53235912,518,751.2862751,1.937569857,580.4626799,-0.926648277,315.2423698,1.750597438,309.1970039,-0.241229501,770.1986881,-1.436256826,3404.233093,-0.938353143,OOOOOO,,,,
56.63037801,519,438.3712924,0.812081044,471.8489629,-2.221073272,255.4315406,-1.718010523,342.3970562,-1.637407908,700.5302212,-1.073901133,3218.844378,-0.466268244,OOOOOO,,,,
56.73334813,520,439.3657356,1.171160988,365.9241928,-0.096262035,211.3524664,-1.117653189,270.1273145,-0.068657098,561.2082475,-0.212221248,3157.146631,0.173463962,OOOOOO,,,,
56.83531237,521,360.0809625,2.318012298,428.3083547,0.790583533,465.9391194,1.756631195,453.3128355,-0.197058662,771.9655404,-1.999865539,3252.561047,-1.35026474,OOOOOO,,,,
56.93331385,522,890.2179346,-2.583928808,637.218283,-0.750540024,548.8813966,-1.594819321,432.2312641,-1.35629038,824.2032202,-1.1156671,3132.106949,-0.981038851,OOOOOO,,,,
57.03627872,523,822.9900312,-0.071406327,714.9681726,0.069184478,453.7152369,-1.47335502,398.2615896,-0.957039658,690.4958145,-1.415588829,2663.488385,-1.25038453,OOOOOO,,,,
57.13428545,524,1105.37122,2.216940782,946.0271326,-1.177552108,443.8220495,-0.570110069,395.1307536,0.499995608,588.0421171,-0.719543929,1876.195537,-0.396259862,OOOOOO,,,,
57.23726273,525,1106.205848,1.274816215,946.8605113,-0.548763616,443.4873438,1.311765905,395.6532225,0.601204623,586.9186155,0.137098375,1876.132046,-0.065322188,OOOOOO,,,,
57.35050511,526,1102.836262,0.323519932,949.7237031,-1.99943711,442.8589413,0.655322906,392.7478962,-0.281991436,589.0455145,-0.152103795,1877.050126,-0.397040833,OOOOOO,,,,
57.4379456,527,1439.035782,-0.201153126,825.7637992,1.600622838,532.8234193,-0.031303466,798.8904048,0.579175979,1162.723385,0.966073198,3170.341635,1.198270652,XXXXXX,,,,
57.5351913,528,1254.390824,-1.025398139,609.1482226,-0.452811335,767.6577441,0.110977242,646.9713762,0.791685572,1130.990433,1.038367586,3357.253389,0.769875846,XXXXXX,,,,
57.64218235,529,1233.668304,0.671740558,626.5835703,-1.942843684,712.2412779,0.584221559,526.376145,0.590029649,1003.87454,1.222014048,3273.829344,1.152901064,XXXXXX,,,,
57.74082208,530,1460.917078,-0.301786812,837.8069389,-1.299203324,428.9283229,-0.590143822,456.5600771,0.536309835,928.7285788,1.054201942,3493.751555,1.236354825,XXXXXX,,,,
57.84315991,531,1572.675476,-1.061097983,727.5339863,-1.021638232,582.1114282,-0.973284892,417.5395271,-0.188712003,833.9063628,0.317378287,3406.477548,0.334031428,XXXXXX,,,,
57.94078732,532,823.5510417,-1.293641173,857.51178,1.85488285,566.6000254,0.93725847,392.9573064,0.974795571,778.4722485,0.67500442,3244.354065,-0.02075445,XXXXXX,,,,
58.04336953,533,929.2343706,0.118699075,849.9414606,2.546062225,563.114429,1.473798968,412.2102072,0.571652355,697.7879979,0.58028975,3227.712146,0.1115699,XXXXXX,,,,
58.14610052,534,617.6776438,0.603194197,488.1188152,0.319299107,493.0315494,0.92429354,483.5513887,1.113902121,821.2356745,1.236294243,3185.889821,0.984609783,XXXXXX,,,,
58.24408913,535,861.2525057,2.347304555,442.7413516,1.032665251,380.2056853,0.36898733,498.0565164,1.289336788,831.4278259,0.839721195,2956.447273,0.61204265,OOOOOO,,,,
58.34706402,536,1022.64502,1.710603087,412.7035333,1.3893431,461.1961012,0.999254239,437.0372607,1.148314026,949.1701678,1.103719518,2362.327864,0.394116046,OOOOOO,,,,
58.4491663,537,144.6926826,0.82698797,595.3881277,-1.014214583,375.7981932,0.557101751,352.547711,0.133425961,580.848205,-0.014954298,1940.208379,0.065383315,OOOOOO,,,,
58.54772305,538,144.4048789,-0.115649672,595.5671742,-0.387067604,375.5098666,-0.071624058,352.4594519,0.714810964,580.6856113,0.270566834,1940.153198,0.065547288,OOOOOO,,,,
58.64969707,539,187.75013,1.787612118,608.7142819,0.268269182,380.8275591,-1.020866042,370.5633241,-0.576271588,616.0767169,-0.636005785,1952.077691,-0.304988533,OOOOOO,,,,
58.74867916,540,472.6272652,-2.380029417,768.8672791,-1.189351998,624.7961603,-0.268478865,727.9220268,-2.325077984,1077.789595,-1.181967703,3234.465531,-1.154074906,OOOOOO,,,,
58.85069132,541,574.6132425,-2.459575907,777.6558309,-0.822399535,691.691794,-0.148162104,711.6571948,-2.203524961,963.6139287,-1.351781049,3386.098917,-1.117305128,OOOOOO,,,,
58.95268202,542,538.0041938,-2.439022152,728.7289999,-0.445415554,391.9186992,-1.248154611,600.6563875,-2.131492227,843.6844206,-1.188388349,3223.793288,-0.786229196,OOOOOO,,,,
59.0506115,543,349.5620578,0.419870262,628.1136772,0.194928351,459.0393415,-1.931328863,433.5060264,-1.048376912,815.0025968,-0.633710205,3419.165485,-0.344762825,OOOOOO,,,,
59.15363145,544,235.9634863,-2.30029535,683.1921042,-0.775713765,305.1307932,-0.375959388,389.8450431,-1.607692987,704.1461082,-0.357949531,3320.026974,0.002510282,OOOOOO,,,,
59.24999666,545,700.0771211,-1.141923624,643.9348103,-2.087956454,251.3522483,-0.632372424,347.2730872,-1.232040528,678.6505798,-1.088353816,3278.403207,-0.647808352,OOOOOO,,,,
59.35461998,546,701.3237604,-1.419559976,709.7696591,-1.662410951,484.1562762,-1.599239053,253.1020785,-0.032488091,640.4426375,0.777736245,3285.704355,-0.02725695,OOOOOO,,,,
59.45658517,547,470.5203615,2.335102326,383.1724876,-2.287321199,256.5890563,0.431427056,419.902957,-1.97820123,774.3189689,-1.487929347,3143.206651,-1.292109265,OOOOOO,,,,
59.55455017,548,434.069828,1.177694518,134.5692349,-0.574784488,327.5910143,0.07565281,477.9272556,-1.364630866,785.134331,-1.639294951,2860.896652,-1.202279931,OOOOOO,,,,
59.65735626,549,358.1250198,-0.637327841,153.4647898,-0.112781807,253.669351,-1.000627857,419.1385695,-1.954649054,602.814091,0.851097661,1902.702871,1.552875237,OOOOOO,,,,
59.75954151,550,222.5778786,-1.169120595,247.1310753,2.068276841,267.9802886,-0.918482645,351.1548683,0.192481039,479.7695036,-0.162569599,1869.433152,-0.016521815,OOOOOO,,,,
59.85750175,551,223.2073407,1.030250124,246.579613,0.603761006,268.3502411,-0.29167993,351.0683341,0.28988598,479.4955124,0.122398098,1869.284372,0.313720265,OOOOOO,,,,
59.96030331,552,637.2771069,0.371655232,496.5880668,0.374810145,568.4179815,0.793611964,751.4014542,1.01004316,1287.585596,1.493489264,2524.208106,1.158702382,OOOOOO,,,,
60.05888438,553,783.5534454,0.051761641,525.0867402,0.461606549,522.49404,-0.010747256,701.5399371,0.689163489,1233.44148,1.25739085,3272.135609,0.819745467,OOOOOO,,,,
60.16124535,554,599.2214295,-0.280663268,426.4362438,0.433873106,519.0555535,0.422311868,652.1094504,0.662371419,1034.289667,1.151757841,3371.508224,0.538345312,OOOOOO,,,,
60.26298714,555,269.2197128,-0.697952827,351.5033069,0.426175918,506.8578783,0.82197529,545.5072334,0.671955447,971.548885,1.355072797,3387.091886,0.930861677,OOOOOO,,,,
60.361619,556,415.2842025,1.20527209,473.9082989,0.625880362,353.5245583,0.473243607,395.0811505,0.762542601,740.553824,1.128945702,3360.200582,0.967281805,OOOOOO,,,,
60.46397042,557,256.0139926,0.179032506,424.1375651,0.481163438,286.7168551,0.819175371,345.2628711,0.965685556,664.0095998,0.652908549,3228.682039,0.334797035,OOOOOO,,,,
60.56695819,558,392.0270671,-1.62547581,242.8462689,-0.476308699,426.3487229,-0.997402705,293.414588,0.532371933,629.3158175,0.546716371,3219.355199,0.404854001,OOOOOO,,,,
60.66507363,559,295.5825458,-2.638337373,195.7156653,-0.246395306,286.2201415,1.022904649,323.2895927,0.827601467,638.0456542,1.224675222,3219.932905,0.954488884,OOOOOO,,,,
60.76753592,560,219.653386,2.306427728,465.8252356,0.210831666,362.7452413,0.303578966,373.1633472,1.112257588,668.5511505,1.021453771,3129.850682,0.675201906,OOOOOO,,,,
60.86504197,561,550.2667341,1.371606912,621.3498609,0.786326547,348.053188,0.394416987,399.4823475,0.856111194,589.4729828,0.82396878,2757.775431,0.73311963,OOOOOO,,,,
60.96802545,562,308.8026736,0.544632333,260.7692735,1.50714173,297.9727435,-0.608387227,355.5887136,0.85618198,445.2539137,-0.91861203,1822.517872,-1.433333849,OOOOOO,,,,
61.07067013,563,308.9760265,-0.397807757,260.8698244,0.040819548,298.4592059,0.017439092,355.4533796,-0.012621806,444.594887,-0.062872046,1821.563821,-0.111019972,OOOOOO,,,,
61.16473103,564,309.2991424,1.800195309,260.2094795,-1.425389621,299.1037079,1.907444928,355.5471434,-0.398796449,444.5196459,0.22258831,1821.575603,0.21970973,OOOOOO,,,,
61.27048612,565,388.6147529,0.2228572,489.1923842,-2.367748698,491.4216106,-1.062390406,687.5821854,-2.04631154,1568.228532,-2.239387945,3100.39282,-1.431098948,OOOOOO,,,,
61.3729713,566,386.7364616,-2.548831308,509.5274798,-0.421001526,612.2263463,-1.179474555,590.1742483,-2.3561512,1152.067626,-2.051490094,3232.770629,-1.351113521,OOOOOO,,,,
61.47191882,567,375.870849,-2.425955224,550.7683404,-2.402045485,564.0838368,-1.772330089,544.5587656,-2.19359166,1169.151553,-2.119739135,3428.50096,-1.909391348,OOOOOO,,,,
61.57396793,568,291.9110866,-3.087359181,305.2044061,-2.484336032,389.0656392,-0.418125097,457.407303,-1.847879874,919.2029187,-0.945186089,3474.954205,-0.955991906,OOOOOO,,,,
61.67179441,569,265.4459706,-1.57658816,271.767025,-0.912833376,334.508396,0.344718344,441.6581794,-1.406734563,826.8095661,-1.59664302,3468.37596,-1.096918798,OOOOOO,,,,
61.77490139,570,245.7108962,-0.358414937,269.7596205,1.104748729,380.2191006,-0.680124909,305.2538693,-0.303346401,639.5173648,-0.134549419,3185.576098,-0.362630909,OOOOOO,,,,
61.87654948,571,268.4877499,-1.442240014,222.085291,1.801977049,332.6375777,0.99475778,297.424611,-0.28026604,696.552966,0.048489738,3244.867591,-0.074912065,OOOOOO,,,,
61.97494578,572,323.8089902,0.362054558,423.7360573,1.016367336,317.3572715,-1.326692582,525.559421,-1.933189118,920.8081615,-1.44212604,3328.96136,-1.112583858,OOOOOO,,,,
62.07752633,573,448.8912553,-2.459869092,411.1351457,-2.020946304,327.8271301,-0.536332191,501.4847316,-1.229075225,890.8533474,-1.915615801,3110.606566,-1.22970866,OOOOOO,,,,
62.18048477,574,474.762434,0.376191191,338.2195651,-1.020775613,397.1361583,0.189732373,481.8067711,-0.860833505,797.9501018,-0.999105917,2653.035404,-0.441112334,OOOOOO,,,,
62.27847147,575,378.0875399,-0.209679329,414.7583154,0.036769919,266.3043939,-0.161228311,318.2510923,0.334179991,464.2554347,0.001680874,1843.880396,-0.120869461,OOOOOO,,,,
