Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,LowAlpha,HighAlpha
53.11833858,501,1385.611258,-1.59487233,1064.030494,-1.023907428,846.6891689,-1.042820254,703.0915826,-0.958832296,576.0798898,-0.22020999,2107.253177,-0.174693316,XXXXXX,,697.4548196,554.0698265
53.21702266,502,913.6650084,0.823182411,1008.533455,-0.909969187,555.7455403,-1.252906829,579.9333854,-0.55655301,543.4881509,-0.574941702,2111.987527,-0.5610099,XXXXXX,,,
53.31099463,503,837.5967306,-0.328593266,693.3631681,0.004933975,443.6300091,-0.658940054,553.8336322,0.335689154,560.6368259,1.26173993,1674.947854,1.584684491,XXXXXX,,LowBeta,HighBeta
53.42130232,504,806.6992503,-1.383511781,437.89643,-0.008760594,540.1117294,-0.59416537,711.2123757,0.490690953,815.7962093,1.065150456,1808.010669,1.320801377,XXXXXX,,528.0872161,550.0635039
53.52029443,505,753.5484797,0.676545375,344.5626001,0.181143743,523.571031,0.883678351,602.9311983,-0.268375582,691.7956139,-0.1862424,1558.848009,0.346831993,XXXXXX,,,
53.62226915,506,832.8286855,-0.105748999,305.3102416,-0.27471093,527.2696692,-0.978924653,607.5728098,0.205552053,704.4158722,-0.736030859,1556.653521,-0.704782067,XXXXXX,,LowGamma,HighGamma
53.72493863,507,594.2268966,1.879482188,367.4390756,-0.217055002,493.9199381,-0.668697352,568.3852549,0.754621845,714.6630066,-0.31434898,1702.873317,-0.640365225,XXXXXX,,662.5953635,2171.73952
53.82291722,508,773.4757665,-0.089747926,538.0881834,-0.911075803,535.128506,-1.071590541,518.661528,0.156552073,645.109749,0.049816661,1717.008305,-0.172245018,OOOOOO,,,
53.92589641,509,667.8363508,-0.768418557,493.9120442,-1.492176453,644.800877,-0.470866878,580.4319595,0.189442831,753.2440983,0.684320051,2588.346049,0.914122167,OOOOOO,,,
54.02388287,510,1074.436073,1.128318653,222.8976287,1.781273927,635.4372211,1.519804582,499.5036335,0.502143353,718.3118092,1.236862316,2720.199659,1.013348326,OOOOOO,,,
54.12586451,511,653.8102277,1.119579319,283.6104493,-1.909073548,406.2595608,-0.034294543,397.5295041,0.434003805,887.9778908,1.505041079,2709.611659,1.078231747,OOOOOO,,,
54.22886705,512,466.228844,-0.413027389,407.3626732,-1.271275232,535.2481553,-1.067946156,523.4594795,-0.238381893,723.0929859,0.469839534,2801.211831,0.575662628,OOOOOO,,,
54.3268311,513,224.4148567,0.075707938,658.2867164,-2.414583547,404.7147264,0.66423025,492.3783439,0.746844247,650.3013787,1.17048423,2726.848505,0.847858005,OOOOOO,,,
54.42819643,514,603.3652796,1.221197502,412.2799568,0.941380575,408.0712694,-0.24444042,512.5261454,-0.071794823,597.5902082,1.385739084,2646.817872,0.799840701,OOOOOO,,,
54.52742052,515,654.9645683,0.379988427,527.9906227,1.187754109,423.2605353,1.082656628,603.6054277,0.504392363,379.0756976,1.418672438,2588.238272,1.305625505,OOOOOO,,,
54.62974572,516,760.7074886,-0.308423838,585.861742,1.125282202,513.9760683,1.005771053,606.6136739,0.452003661,810.1700688,1.167635451,2760.407865,1.236127103,OOOOOO,,,
54.73276019,517,531.7699771,-1.675751164,475.3551261,1.557285462,436.0793993,-0.551398772,636.6561562,1.098002229,676.298476,1.160763751,2375.628454,1.185041021,OOOOOO,,,
54.83077765,518,571.4513035,0.477358961,390.8795133,1.028349691,396.0604308,-0.21109596,632.6866551,1.262770381,507.245889,-0.161139539,1412.966213,-0.41343798,OOOOOO,,,
54.93274832,519,583.1258501,-0.638064454,383.2738149,1.649234665,478.5520687,-0.916198283,515.8428176,-0.592020788,777.6320875,-1.602093261,1591.307718,-1.723855587,OOOOOO,,,
55.03573322,520,859.6280812,-1.387589427,314.7742647,2.424131329,447.1078085,-0.390565813,530.9164988,0.4088364,563.6038434,-0.699067242,1408.92688,-1.353198265,OOOOOO,,,
