Timestamp,Iterations,LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,EyeStatus,,lowalpha,highalpha
51.8915956,501,463.0005961,-1.539235369,221.8543419,1.06157707,259.7244928,-0.295038847,237.1932094,-0.726317424,491.8817756,-0.212818557,2961.289754,0.194896929,OOOOOO,,487.401286,404.009411
51.99031687,502,377.9461208,-2.430716772,320.0218288,2.254843764,365.2888721,-1.68749296,428.8847032,-2.03329158,610.8155219,-2.042180948,2992.903239,-1.60885595,OOOOOO,,,
52.09225154,503,491.7443688,-2.424911405,265.5444544,1.900558225,346.3889474,0.376529018,394.955578,-2.093150994,599.2416193,-1.577317625,2833.548841,-1.138576882,OOOOOO,,lowbeta,highbeta
52.19526553,504,751.9792892,0.065728683,291.7313993,1.929208425,329.4702211,0.070396227,423.8755074,0.151394886,599.4876394,-2.028693748,2525.995954,-1.521605829,OOOOOO,,348.8382722,357.2052795
52.29326391,505,289.256288,-0.681314079,682.2206665,0.329078349,503.1429362,0.161744657,467.3448953,0.948938373,673.5682826,1.22929395,1889.064733,1.37331051,OOOOOO,,,
52.39623713,506,503.0615492,1.230491347,893.5255336,0.699932276,380.5384082,1.051261514,447.03814,0.689578236,603.733823,1.208338079,1867.203493,1.296109172,OOOOOO,,lowgamma,highgamma
52.49824977,507,1056.020445,3.07651286,459.3461937,1.096750891,434.2577143,1.067925653,321.3393105,-0.02076934,329.7224415,0.220231025,1309.930415,0.656823254,OOOOOO,,576.0610528,2291.945052
52.59622073,508,858.3671221,2.302466428,471.7164023,-0.341417977,417.5273656,-0.712786255,349.485666,-0.42719366,351.1090731,-0.510829921,1506.514921,-0.427371815,OOOOOO,,,
52.69821763,509,730.4960293,1.240781949,519.6116334,0.19980811,445.1515091,-0.639429322,408.7033756,-0.608725447,456.9097648,-1.769115277,1694.347423,-1.449375888,OOOOOO,,,
52.7972033,510,834.6356638,0.566595983,453.9095174,0.804555398,394.285706,1.221283033,351.1322842,1.210930978,436.0046549,1.51148449,1804.162715,0.904843329,OOOOOO,,,
52.89917397,511,928.022151,-0.23513875,501.5294684,-0.555344381,434.6954789,0.348172478,458.7411827,0.383308115,687.3648632,1.093368138,2850.479982,0.883959977,OOOOOO,,,
53.00127006,512,763.8562358,1.58670591,431.0961131,0.035277981,467.0984381,0.489365985,354.3519935,0.066782258,545.5740595,0.836497,2854.077422,0.588792302,XXXXXX,,,
53.09738708,513,771.9510267,0.848495755,417.9024599,-1.470068796,361.6805248,0.920455567,363.6947009,0.484429441,470.094445,0.710780146,2747.854782,0.862100124,XXXXXX,,,
53.19577026,514,920.349191,-0.085689237,396.4621193,-0.787199783,378.617615,-0.993469686,340.6883712,-0.146627621,453.0960803,0.373589954,2856.734942,0.660091021,XXXXXX,,,
53.30112553,515,739.4440665,-0.71552983,197.7788461,-1.255109093,373.6017894,0.97005645,261.1194492,-0.769151919,366.9174554,-0.753384877,2755.712627,-0.533759919,XXXXXX,,,
53.40282583,516,770.4672285,-1.949688959,239.762633,-0.85237949,484.0241616,-0.810791257,363.3743574,-0.960215831,348.2054156,-0.630967802,2747.065964,0.032754321,XXXXXX,,,
53.49711752,517,548.992077,-0.344044869,479.0532501,-0.045511669,385.9408317,-0.018075157,396.1374741,0.348976679,464.7191271,1.193858349,2901.992931,1.410383883,XXXXXX,,,
53.60409451,518,270.5415427,-0.369339633,410.8834606,0.328814407,336.6921662,1.22535123,395.1145717,0.793042092,539.5072938,1.10021629,2754.433558,0.939081936,OOOOOO,,,
53.70608926,519,444.4735463,2.147441982,371.468506,0.241726687,326.6055797,0.108828535,346.5583379,0.708769971,492.0974743,0.725167307,2468.347798,0.884679345,OOOOOO,,,
